,prompt,source,prompt_id,prediction
20,"The following are multiple choice questions (with answers) about world religions.

 Which early battle led to the conversion of Mecca?
A. The Battle of Uhud
B. The Battle of Camel
C. The Battle of the Trench
D. The Battle of Badr
Answer:",mmlu,mmlu-20,Label.NONE
21,"The following are multiple choice questions (with answers) about world religions.

 What interior discipline must be adopted to achieve spiritual liberation within Sikhism?
A. Remembering the Divine Name
B. Meditating on the sacred hymns
C. Remembering that death is inevitable
D. Meditating on the goodness of the created world
Answer:",mmlu,mmlu-21,Label.NONE
22,"The following are multiple choice questions (with answers) about world religions.

 During Japan's occupation of Korea (1910-1945), which of the following was imposed upon the Koreans?
A. Confucianism
B. Buddhism
C. Christianity
D. Daoism
Answer:",mmlu,mmlu-22,Label.NONE
23,"The following are multiple choice questions (with answers) about world religions.

What is the meaning of the Punjabi word ""Sikh""?
A. Disciple
B. Faithful
C. Devotee
D. Enlightened
Answer:",mmlu,mmlu-23,Label.NONE
24,"The following are multiple choice questions (with answers) about world religions.

 Which of the following shuns politics?
A. The sages of the Zhuangzi
B. The Songs of the South
C. The Duke of Zhou
D. The Confucian ""sage kings""
Answer:",mmlu,mmlu-24,Label.NONE
25,"The following are multiple choice questions (with answers) about world religions.

What does the Hebrew word mashiach mean?
A. Anointed one
B. God
C. Prophet
D. The line of David
Answer:",mmlu,mmlu-25,Label.NONE
26,"The following are multiple choice questions (with answers) about world religions.

According to Jaina traditions, what does the term ajiva mean?
A. Soul
B. Sound
C. Non-matter
D. Non-soul
Answer:",mmlu,mmlu-26,Label.NONE
27,"The following are multiple choice questions (with answers) about world religions.

 In the Japanese Zen tradition, what is zazen?
A. A collection of statues
B. Veneration of ancestors
C. Seated meditation
D. Funeral rituals
Answer:",mmlu,mmlu-27,Label.NONE
28,"The following are multiple choice questions (with answers) about world religions.

 What is a central component of tantric Buddhism?
A. Asceticism
B. Bodily pleasure
C. Music
D. Sexual union
Answer:",mmlu,mmlu-28,Label.NONE
29,"The following are multiple choice questions (with answers) about world religions.

 How does the Egyptian composition Ludul Bel Nemequi (""I will praise the Lord of wisdom) portray Marduk?
A. Loving and forgiving
B. Wrathful and merciful
C. Judging and vengeful
D. Transcendent and immanent
Answer:",mmlu,mmlu-29,Label.NONE
30,"The following are multiple choice questions (with answers) about world religions.

 After the Bar Kochba revolt, where were the two main centres for Jewish development?
A. Palestine and Babylonia
B. Babylonia and Europe
C. Palestine and Spain
D. Spain and France
Answer:",mmlu,mmlu-30,Label.NONE
31,"The following are multiple choice questions (with answers) about world religions.

 In addition to Jainism, which other tradition began as a world-renouncing movement?
A. Buddhism
B. Hinduism
C. Judaism
D. Islam
Answer:",mmlu,mmlu-31,Label.NONE
32,"The following are multiple choice questions (with answers) about world religions.

According to Hindu tradition, which age are we in currently?
A. Kali yuga
B. Maha yuga
C. Krita yuga
D. Satya yuga
Answer:",mmlu,mmlu-32,Label.NONE
33,"The following are multiple choice questions (with answers) about world religions.

 In the Zoroastrian tradition, the term Gathas refers to which of the following?
A. Hymns
B. Laws
C. Ethics
D. Myths
Answer:",mmlu,mmlu-33,Label.NONE
34,"The following are multiple choice questions (with answers) about world religions.

Which form of Buddhism taught the only hope for salvation was in the saving grace of Amida?
A. Pure Land
B. Tendai
C. Shingon
D. Soto Zen
Answer:",mmlu,mmlu-34,Label.NONE
35,"The following are multiple choice questions (with answers) about world religions.

 According to Hindu tradition, who is considered to be the ideal wife?
A. Sita
B. Rama
C. Kali
D. Durga
Answer:",mmlu,mmlu-35,Label.NONE
36,"The following are multiple choice questions (with answers) about world religions.

Who is the woman mystic who exemplified the all-consuming love of the divine?
A. Rumi
B. Rabi'a
C. Fatimah
D. Khadija
Answer:",mmlu,mmlu-36,Label.NONE
37,"The following are multiple choice questions (with answers) about world religions.

 Who is the eighth-century CE female poet worshipped throughout many South Indian temples dedicated to Vishnu?
A. Andal
B. Devi
C. Ganga
D. Kali
Answer:",mmlu,mmlu-37,Label.NONE
38,"The following are multiple choice questions (with answers) about world religions.

 Who is associated with the stigmata and preaching to birds?
A. Paul of Tarsus
B. Clare of Assisi
C. Francis of Assisi
D. John of the Cross
Answer:",mmlu,mmlu-38,Label.NONE
39,"The following are multiple choice questions (with answers) about world religions.

 In his final work, Laws, Plato shifted from cosmology to which of the following issues?
A. Epistemology
B. Morality
C. Religion
D. Aesthetics
Answer:",mmlu,mmlu-39,Label.NONE
40,"The following are multiple choice questions (with answers) about world religions.

 Which Christian denomination promotes a stripped-down Christianity?
A. Greek Orthodox
B. Roman Catholic
C. Puritans
D. Quakers
Answer:",mmlu,mmlu-40,Label.NONE
41,"The following are multiple choice questions (with answers) about world religions.

 Rome claimed that their bishop (pope) was the director successor of which leader?
A. Peter
B. Paul
C. Jesus
D. Matthew
Answer:",mmlu,mmlu-41,Label.NONE
42,"The following are multiple choice questions (with answers) about world religions.

When was the current Dalai Lama born?
A. 1935
B. 2000
C. 1965
D. 1975
Answer:",mmlu,mmlu-42,Label.NONE
43,"The following are multiple choice questions (with answers) about world religions.

 According to Jaina traditions, who were the caityavasis?
A. Householders who supported renouncers
B. Orthodox interpreters of the scriptures
C. Women ascetics who lived in communities
D. Temple-dwelling renouncers
Answer:",mmlu,mmlu-43,Label.NONE
44,"The following are multiple choice questions (with answers) about world religions.

Zhuangzi describes a state as ziran, which means which of the following?
A. Thoughtfulness
B. Non-action
C. Spontaneity
D. Meditation
Answer:",mmlu,mmlu-44,Label.NONE
45,"The following are multiple choice questions (with answers) about world religions.

 The mudras, which are an important feature of Buddhist art, are also known as what?
A. hand gestures
B. saints
C. religious clothing
D. temples
Answer:",mmlu,mmlu-45,Label.NONE
46,"The following are multiple choice questions (with answers) about world religions.

 The Maccabean Revolt is associated with which ruler?
A. Julius Caesar
B. Alexander the Great
C. Cyrus of Persia
D. Antiochus IV Epiphanes
Answer:",mmlu,mmlu-46,Label.NONE
47,"The following are multiple choice questions (with answers) about world religions.

 How old was Guru Nanak when he started to preach the message of the divine Name?
A. 30
B. 40
C. 33
D. 52
Answer:",mmlu,mmlu-47,Label.NONE
48,"The following are multiple choice questions (with answers) about world religions.

The widely adored Egyptian goddess Hathor was depicted as which of the following?
A. Serpent
B. Eagle
C. Cheetah
D. Cow
Answer:",mmlu,mmlu-48,Label.NONE
49,"The following are multiple choice questions (with answers) about world religions.

What does the phrase Guru-Panth mean within the Sikh traditions?
A. Community
B. Scripture
C. Worship
D. Apprenticeship
Answer:",mmlu,mmlu-49,Label.NONE
50,"The following are multiple choice questions (with answers) about world religions.

 After what event did the Rabbinical period begin within Judaism?
A. Construction of the Second Temple
B. Destruction of the Second Temple
C. The Christianization of the Roman Empire
D. The emergence of Islam
Answer:",mmlu,mmlu-50,Label.NONE
51,"The following are multiple choice questions (with answers) about world religions.

Which monk developed Pure Land Buddhism as we know it today?
A. Genshin
B. Dogen
C. Honen
D. Shinran
Answer:",mmlu,mmlu-51,Label.NONE
52,"The following are multiple choice questions (with answers) about world religions.

Which is the largest Muslim country in the world with more than 200 million adherents?
A. Pakistan
B. Iraq
C. Indonesia
D. Turkey
Answer:",mmlu,mmlu-52,Label.NONE
53,"The following are multiple choice questions (with answers) about world religions.

Which pope promoted the cults of St. Peter and St. Paul to bolster authority in Rome?
A. Gregory
B. Augustine
C. Athanasius
D. Francis
Answer:",mmlu,mmlu-53,Label.NONE
54,"The following are multiple choice questions (with answers) about world religions.

Which of the following does the term ""Arhats"" refer to?
A. Enlightened being
B. Worthy ones
C. Saintly ones
D. Sages
Answer:",mmlu,mmlu-54,Label.NONE
55,"The following are multiple choice questions (with answers) about world religions.

Which Guru was martyred when he refused to embrace Islam?
A. Guru Ram Das
B. Guru Tegh Bahadur
C. Guru Gobind Singh
D. Guru Har Rai
Answer:",mmlu,mmlu-55,Label.NONE
56,"The following are multiple choice questions (with answers) about world religions.

 Which Guru donned the two swords symbolling temporal and spiritual authority?
A. Guru Nanak
B. Guru Arjan
C. Guru Hargobind
D. Guru Ram Das
Answer:",mmlu,mmlu-56,Label.NONE
57,"The following are multiple choice questions (with answers) about world religions.

 Where is the key to liberation found within Sikhism?
A. In the community
B. In faith in God
C. In ascetic renunciation
D. In the life of the householder
Answer:",mmlu,mmlu-57,Label.NONE
58,"The following are multiple choice questions (with answers) about world religions.

Which is one of the most fundamental themes of Japanese culture and civilization?
A. God is eternal and merciful to those who offer worship
B. Humans can align themselves with life energy through worship of kami
C. Justice will be the final outcome in the next world
D. Power and force are the most divine attributes
Answer:",mmlu,mmlu-58,Label.NONE
59,"The following are multiple choice questions (with answers) about world religions.

 Which goddess is worshipped during the festival of Divali?
A. Durga
B. Sri Lakshmi
C. Kali
D. Mahavira
Answer:",mmlu,mmlu-59,Label.NONE
60,"The following are multiple choice questions (with answers) about world religions.

 Where did people believe in the goddess known as Holy Mother of Mount Fairy Peach?
A. China
B. Silla
C. Goguryeo
D. Joseon
Answer:",mmlu,mmlu-60,Label.NONE
61,"The following are multiple choice questions (with answers) about world religions.

 To whom is the Yoga Sutras attributed?
A. Madhva
B. Patanjali
C. Ramanuja
D. Aryabhatta
Answer:",mmlu,mmlu-61,Label.NONE
62,"The following are multiple choice questions (with answers) about world religions.

 Which of the following does NOT describe the Ka'ba?
A. It was visited by Moses.
B. It is a haram.
C. It was built by Abraham.
D. It is a square building.
Answer:",mmlu,mmlu-62,Label.NONE
63,"The following are multiple choice questions (with answers) about world religions.

Which elephant-headed Hindu deity is often described as the most beloved?
A. Parvati
B. Ganesha
C. Vishnu
D. Sita
Answer:",mmlu,mmlu-63,Label.NONE
64,"The following are multiple choice questions (with answers) about world religions.

Sacred literature originated with which of the following jina?
A. Sri Lakshmi
B. Mahavira
C. Rsabha
D. Nanak
Answer:",mmlu,mmlu-64,Label.NONE
65,"The following are multiple choice questions (with answers) about world religions.

 Who is the author of Admonitions for Women?
A. Ban Zhao
B. Laozi
C. Menicus
D. Liu Xiang
Answer:",mmlu,mmlu-65,Label.NONE
66,"The following are multiple choice questions (with answers) about world religions.

How many female renouncers were under the tutelage of Chandanbala?
A. 36,000
B. 12,000
C. 24,000
D. 7,000
Answer:",mmlu,mmlu-66,Label.NONE
67,"The following are multiple choice questions (with answers) about world religions.

According to the Sikh tradition, the Mul Mantar illuminates the nature of what?
A. Ultimate Reality
B. The gurus
C. The community
D. Sikh worship
Answer:",mmlu,mmlu-67,Label.NONE
68,"The following are multiple choice questions (with answers) about world religions.

 What term refers the divine order as an ell-embracing higher principle in Sikhism?
A. Sansar
B. Hukam
C. Mantar
D. Karam
Answer:",mmlu,mmlu-68,Label.NONE
69,"The following are multiple choice questions (with answers) about world religions.

 How many books are in the New Testament?
A. 30
B. 29
C. 27
D. 47
Answer:",mmlu,mmlu-69,Label.MATH
70,"The following are multiple choice questions (with answers) about world religions.

Which form of Buddhism focuses on social engagement that attracts lay participation?
A. Zen Buddhism
B. Chan Buddhism
C. Humanistic Buddhism
D. Pure Land Buddhism
Answer:",mmlu,mmlu-70,Label.NONE
71,"The following are multiple choice questions (with answers) about world religions.

 What was one of the distinctive beliefs or practices of the southerners (Digambara)?
A. They worshipped exclusively outside of the temple
B. They believed that nakedness was an elemental expression of non-attachment
C. They included women within the ranks of the leadership
D. They believed that the omniscient Jina must eat and sleep
Answer:",mmlu,mmlu-71,Label.NONE
72,"The following are multiple choice questions (with answers) about world religions.

The central prayer in Jainism is known by which of the following names?
A. Namokar Mantra
B. The Liberation Mantra
C. Ahimsa
D. Archaryas
Answer:",mmlu,mmlu-72,Label.NONE
73,"The following are multiple choice questions (with answers) about world religions.

When did the first Jaina temples appear?
A. Second century CE
B. Fifth century CE
C. Fifth century BCE
D. Eighteenth century CE
Answer:",mmlu,mmlu-73,Label.NONE
74,"The following are multiple choice questions (with answers) about world religions.

How many Jinas have appeared during our age?
A. 7
B. 42
C. 24
D. 13
Answer:",mmlu,mmlu-74,Label.NONE
75,"The following are multiple choice questions (with answers) about world religions.

The title Dalai Lama means which of the following?
A. Ocean of Love
B. Lover of Wisdom
C. Ocean of Wisdom
D. Stillness of Love
Answer:",mmlu,mmlu-75,Label.NONE
76,"The following are multiple choice questions (with answers) about world religions.

Who accompanies Vishnu in many of his incarnations as his consort, and is known as the goddess of good fortune?
A. Parvati
B. Sita
C. Sri (Lakshmi)
D. Sarasvati
Answer:",mmlu,mmlu-76,Label.NONE
77,"The following are multiple choice questions (with answers) about world religions.

What is bhakti often translated as?
A. Gods
B. Yoga
C. Devotion
D. Religion
Answer:",mmlu,mmlu-77,Label.NONE
78,"The following are multiple choice questions (with answers) about world religions.

 Which Hindu god or goddess is speech incarnate, the power of the word, and the mother of the Vedas?
A. Vishnu
B. Ganesha
C. Sarasvati
D. Indra
Answer:",mmlu,mmlu-78,Label.NONE
79,"The following are multiple choice questions (with answers) about world religions.

 What is the name of the Jewish prayer used for mourning since the Middle Ages?
A. The Shema
B. The Kaddish
C. The K'nesset
D. The Kippah
Answer:",mmlu,mmlu-79,Label.NONE
80,"The following are multiple choice questions (with answers) about world religions.

Krishna and Rama are incarnations of which Hindu god?
A. Shiva
B. Vishnu
C. Brahma
D. Ganesha
Answer:",mmlu,mmlu-80,Label.NONE
81,"The following are multiple choice questions (with answers) about world religions.

 The kshatriyas is the caste name assigned to which group?
A. Priests
B. Servants
C. Rulers, warriors
D. Merchants
Answer:",mmlu,mmlu-81,Label.NONE
82,"The following are multiple choice questions (with answers) about world religions.

When was the Old Babylonian version of Gilgamesh modified into the standard version?
A. Toward the end of the first millennium BCE
B. Towards the middle of the first millennium BCE
C. Toward the end of the second millennium BCE
D. Toward the middle of the second millennium BCE
Answer:",mmlu,mmlu-82,Label.NONE
83,"The following are multiple choice questions (with answers) about world religions.

 What is the meaning ofsamyak jnanawithin the Jaina traditions?
A. Correct knowledge
B. Correct practice
C. Correct intiution
D. Correct belief
Answer:",mmlu,mmlu-83,Label.NONE
84,"The following are multiple choice questions (with answers) about world religions.

 What type of Buddhist organization is the Bodu Bala Sena?
A. Activist and militant organization in Sri Lanka
B. Ecumenical organization in India
C. Modern organization in the United States
D. Peacekeeping organization in Japan
Answer:",mmlu,mmlu-84,Label.NONE
85,"The following are multiple choice questions (with answers) about world religions.

Which mystic believed that evil was a distortion that reveals divine love more clearly?
A. Julian of Norwich
B. Catherine of Siena
C. Teresa of Avila
D. John of the Cross
Answer:",mmlu,mmlu-85,Label.NONE
86,"The following are multiple choice questions (with answers) about world religions.

In the Jaina traditions ""bad karma"" is known by which of the following terms?
A. Paap
B. Punya
C. Pudgala
D. Akash
Answer:",mmlu,mmlu-86,Label.NONE
87,"The following are multiple choice questions (with answers) about world religions.

 During what Japanese festival do the spirits of deceased family members return to receive ritual offerings of food made by their loved ones?
A. Obon
B. Mikoshi
C. Omizutori
D. Tanabata
Answer:",mmlu,mmlu-87,Label.NONE
88,"The following are multiple choice questions (with answers) about world religions.

What does ""Mahavira"" mean?
A. ""Great Hero""
B. ""Master""
C. ""The Lesser One""
D. ""Mendicant""
Answer:",mmlu,mmlu-88,Label.NONE
89,"The following are multiple choice questions (with answers) about world religions.

 What does the Tripitaka mean?
A. Three gems
B. Three baskets
C. Three bodhisattvas
D. Three buddhas
Answer:",mmlu,mmlu-89,Label.NONE
90,"The following are multiple choice questions (with answers) about world religions.

Where is the largest network of Confucian shrines in the world?
A. Indonesia
B. China
C. Korea
D. Singapore
Answer:",mmlu,mmlu-90,Label.NONE
91,"The following are multiple choice questions (with answers) about world religions.

 Ghosa, Apala and Lopamurda, all named in the early Vedas, are which of the following?
A. Female princesses
B. Female warriors
C. Female goddesses
D. Female poets
Answer:",mmlu,mmlu-91,Label.NONE
92,"The following are multiple choice questions (with answers) about world religions.

 What is the title for the religious and administrative leaders who succeeded the Prophet?
A. Rasul
B. Nabi
C. Caliph
D. Mahdi
Answer:",mmlu,mmlu-92,Label.NONE
93,"The following are multiple choice questions (with answers) about world religions.

Which of the following is NOT included in the Islamic understanding of jurisprudence?
A. Consensus
B. Personal reasoning
C. Interpretation
D. Divine inspiration
Answer:",mmlu,mmlu-93,Label.NONE
94,"The following are multiple choice questions (with answers) about world religions.

Why is Mahavira a significant person in the Jaina traditions?
A. He is the last of the ascetic prophets.
B. He is the first of the ascetic prophets
C. He is the most learned of the ascetic prophets
D. He is the most holy of the ascetic prophets
Answer:",mmlu,mmlu-94,Label.NONE
95,"The following are multiple choice questions (with answers) about world religions.

 The Tibetan Book of the Dead is also known as which of the following?
A. Bardo Thodol
B. Bardo Ngawang
C. Bardo Gyaltsen
D. Bardo Chogye
Answer:",mmlu,mmlu-95,Label.NONE
96,"The following are multiple choice questions (with answers) about world religions.

 Which Hindu festival involves decorating the house with lights, setting off firecrackers and wearing new clothes?
A. Deepavali
B. Holi
C. Diwali
D. Navaratri
Answer:",mmlu,mmlu-96,Label.NONE
97,"The following are multiple choice questions (with answers) about world religions.

What hours are set aside as the ambrosial hours for the Sikhs?
A. 5–7 a.m.
B. 9–11 p.m.
C. 3–6 p.m.
D. 3–6 a.m.
Answer:",mmlu,mmlu-97,Label.NONE
98,"The following are multiple choice questions (with answers) about world religions.

 Self-sacrifice is an important theme for which Buddhist thinker?
A. Thich Nhat Hanh
B. The Dalai Lama
C. Daisetsu T. Suzuki
D. Shaku Soyen
Answer:",mmlu,mmlu-98,Label.NONE
99,"The following are multiple choice questions (with answers) about world religions.

 How many times a day is the Fatihah recited?
A. Exactly 17
B. At least 17
C. At least 13
D. Exactly 24
Answer:",mmlu,mmlu-99,Label.MATH
100,"The following are multiple choice questions (with answers) about world religions.

Which branch of Judaism founded by Zacharias Frankel is known for its ""Positive-Historical Judaism""?
A. Conservative
B. Reformed
C. Reconstructionism
D. Orthodox
Answer:",mmlu,mmlu-100,Label.NONE
101,"The following are multiple choice questions (with answers) about world religions.

 What is the term used to describe the ""pure"" as an order of loyal Sikhs bound together?
A. Khalsa
B. Rahit
C. Panj Kakke
D. Shabad
Answer:",mmlu,mmlu-101,Label.NONE
102,"The following are multiple choice questions (with answers) about world religions.

Who is the founder of Sikhism?
A. Guru Gobind Singh
B. Guru Nanak
C. Guru Kabir
D. Guru Hargobind
Answer:",mmlu,mmlu-102,Label.NONE
103,"The following are multiple choice questions (with answers) about world religions.

Which term is usually associated with women in Hindu traditions?
A. Polluted
B. Ideal
C. Auspiciousness
D. Kind
Answer:",mmlu,mmlu-103,Label.NONE
104,"The following are multiple choice questions (with answers) about world religions.

What is another name for Enuma Elish?
A. Epic of Creation
B. Epic of Destruction
C. Epic of Egypt
D. Epic of Origins
Answer:",mmlu,mmlu-104,Label.NONE
105,"The following are multiple choice questions (with answers) about world religions.

 What was the most important female-centered festival in cities throughout Greece?
A. Thesmophoria
B. Oracle Days
C. Isthmian Games
D. Feast of Athrodite
Answer:",mmlu,mmlu-105,Label.NONE
106,"The following are multiple choice questions (with answers) about world religions.

Speaking in tongues is a feature of which Christian denomination?
A. Evangelicalism
B. Pietism
C. Pentecostalism
D. Fundamentalism
Answer:",mmlu,mmlu-106,Label.NONE
107,"The following are multiple choice questions (with answers) about world religions.

 Charism can be defined as which of the following?
A. An oil
B. Prophecy
C. A spiritual gift
D. Authority
Answer:",mmlu,mmlu-107,Label.NONE
108,"The following are multiple choice questions (with answers) about world religions.

 In Islam, what is the qiblah?
A. Almsgiving
B. Pilgrimage
C. Direction of prayer
D. Revelation
Answer:",mmlu,mmlu-108,Label.NONE
109,"The following are multiple choice questions (with answers) about world religions.

In Tendai Buddhism, what does the term honji mean?
A. Trace
B. Original ground
C. Manifestation
D. True sign
Answer:",mmlu,mmlu-109,Label.NONE
110,"The following are multiple choice questions (with answers) about world religions.

 What is the name of a recent revivalist movement in Turkey led by Fetullah Gülen?
A. Hizmet
B. Nation of Islam
C. Muslim Brotherhood
D. Sufism
Answer:",mmlu,mmlu-110,Label.NONE
111,"The following are multiple choice questions (with answers) about world religions.

For whom are the Hindu Vedas most significant?
A. Brahmins
B. Kshatriyas
C. Shiva
D. Yogis
Answer:",mmlu,mmlu-111,Label.NONE
112,"The following are multiple choice questions (with answers) about world religions.

 According to the Korean foundation myth, who transformed into a human in order to father Dangun?
A. Hwanin
B. Hwanung
C. Joseon
D. Yi
Answer:",mmlu,mmlu-112,Label.NONE
113,"The following are multiple choice questions (with answers) about world religions.

 In Buddhism, what are ordained women known as?
A. Bhikshus
B. Bhikshunis
C. The Sangha
D. Arhats
Answer:",mmlu,mmlu-113,Label.NONE
114,"The following are multiple choice questions (with answers) about world religions.

 What is the name of the most authoritative Kabbalah text?
A. Gemarah
B. Midrash
C. Zohar
D. Septuagint
Answer:",mmlu,mmlu-114,Label.NONE
115,"The following are multiple choice questions (with answers) about world religions.

 Which Confucian philosopher is described as a mystic due to his focus on qi (or ch'i)?
A. Dao
B. Xunzi
C. Mencius
D. Confucius
Answer:",mmlu,mmlu-115,Label.NONE
116,"The following are multiple choice questions (with answers) about world religions.

 Which of the following does the Qur'an permit?
A. Honor Killing
B. Stoning
C. Adultery
D. Polygyny
Answer:",mmlu,mmlu-116,Label.NONE
117,"The following are multiple choice questions (with answers) about world religions.

 Which is the main form of Buddhism in Sri Lanka?
A. Theravada
B. Mahayana
C. Pure Land
D. Zen
Answer:",mmlu,mmlu-117,Label.NONE
118,"The following are multiple choice questions (with answers) about world religions.

 Which leader is known for spreading the dharma of non-violence?
A. Ngo Dinh Diem
B. The Dalai Lama
C. Siddhartha
D. Ashoka
Answer:",mmlu,mmlu-118,Label.NONE
119,"The following are multiple choice questions (with answers) about world religions.

What are the two sacraments that all Christians celebrate?
A. Baptism and Eucharist
B. Baptism and Ordination
C. Eucharist and Marriage
D. Eucharist and Confession
Answer:",mmlu,mmlu-119,Label.NONE
120,"The following are multiple choice questions (with answers) about world religions.

What is the most important festival for Sikhs?
A. Holi
B. Divali
C. Baisakhi Day
D. Hola Mahalla
Answer:",mmlu,mmlu-120,Label.NONE
121,"The following are multiple choice questions (with answers) about world religions.

 Who declared Muhammad a prophet?
A. Khadijah
B. Gabriel
C. Waraqah
D. Abu Bakr
Answer:",mmlu,mmlu-121,Label.NONE
122,"The following are multiple choice questions (with answers) about world religions.

The Jataka tales are a collection of which genre of stories?
A. Life stories
B. Warrior stories
C. Birth stories
D. Hero stories
Answer:",mmlu,mmlu-122,Label.NONE
123,"The following are multiple choice questions (with answers) about world religions.

 Which of the following is the timespan for Japan's closure to Christianity and Europe?
A. 1749-1945
B. 1052-1616
C. 1641-1853
D. 1517-1870
Answer:",mmlu,mmlu-123,Label.NONE
124,"The following are multiple choice questions (with answers) about world religions.

 In Yiddish, what is the word for covenant?
A. Haggadah
B. Halakhah
C. Brit
D. Bris
Answer:",mmlu,mmlu-124,Label.NONE
125,"The following are multiple choice questions (with answers) about world religions.

According to the Sumerian King List, where does kingship come from?
A. Through initiation into the mystery cults
B. By military victories
C. Direct lineage of ancestors
D. Descends from heaven
Answer:",mmlu,mmlu-125,Label.NONE
126,"The following are multiple choice questions (with answers) about world religions.

What is the name of the Hindu community associated with environmental activism?
A. Puranas
B. Bishnoi
C. Rajasthan
D. Jambho
Answer:",mmlu,mmlu-126,Label.NONE
127,"The following are multiple choice questions (with answers) about world religions.

 Which bodhisattva is known for conducting the souls of dead children to salvation?
A. Guan-yin
B. Kannon
C. Ojizo-sama
D. Amitabha
Answer:",mmlu,mmlu-127,Label.NONE
