,prompt,source,prompt_id,prediction
10,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
(~M ⊃ ~N) ∨ (O ≡ N) and (~M · N) · [(~O ∨ ~N) · (O ∨ N)]
A. Logically equivalent
B. Contradictory
C. Neither logically equivalent nor contradictory, but consistent
D. Inconsistent
Answer:",mmlu,mmlu-10,Label.NONE
11,"The following are multiple choice questions (with answers) about formal logic.

Which of the following propositions is an immediate (one-step) consequence in PL of the given premises?
E ⊃ ~F
~F ⊃ G
~G
A. E ⊃ F
B. F ⊃ G
C. G ⊃ E
D. ~~F
Answer:",mmlu,mmlu-11,Label.NONE
12,"The following are multiple choice questions (with answers) about formal logic.

Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
E ⊃ (F ∨ ~G)
F ⊃ (~E ∨ ~G) / ~(E ≡ F)
A. Valid
B. Invalid. Counterexample when E, F, and G are true
C. Invalid. Counterexample when E and F are true and G is false
D. Invalid. Counterexample when E, F, and G are false
Answer:",mmlu,mmlu-12,Label.NONE
13,"The following are multiple choice questions (with answers) about formal logic.

Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
H ≡ (~I ∨ J)
H ∨ ~J / ~I
A. Valid
B. Invalid. Counterexample when H, I, and J are false
C. Invalid. Counterexample when H and I are true and J is false
D. Invalid. Counterexample when I is true and H and J are false
Answer:",mmlu,mmlu-13,Label.NONE
14,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic. Some firefighters rescue victims from danger. (Dx: x is danger; Fx: x is a firefighter; Vx: x is a victim; Rxyz: x rescues y from z)
A. (∃x){Fx • (∀y)[Dy ⊃ (∃z)(Vz • Rxyz)]}
B. (∃x){Fx • (∃y)[Vy • (∃z)(Dz • Rxyz)]}
C. (∃x){Fx • (∃y)(∃z)[(Vy • Dz) • Rxzy]}
D. (∀x){Fx ⊃ (∃y)[Vy . (∃z)(Dz • Rxyz)]}
Answer:",mmlu,mmlu-14,Label.NONE
15,"The following are multiple choice questions (with answers) about formal logic.

Identify the antecedent of the following conditional proposition: The university raises tuition if, and only if, both the governor approves of it and the board of trustees recommends it.
A. The university raises tuition.
B. The governor approves of it.
C. The board of trustees recommends it.
D. None of the above
Answer:",mmlu,mmlu-15,Label.NONE
16,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic. All planets are smaller than Jupiter. (j: Jupiter; Px: x is a planet; Sxy: x is smaller than y)
A. (∃x)(Px • Sxj)
B. (∀x)(Px • Sxj)
C. (∀x)(Px ⊃ Sjx)
D. (∀x)(Px ⊃ Sxj)
Answer:",mmlu,mmlu-16,Label.NONE
17,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic. José introduces Wilma to Kevin. (j: José; k: Kevin; w: Wilma; Ixyz: x introduces y to z)
A. Iwkj
B. Ijwk
C. Iwjk
D. Ijkw
Answer:",mmlu,mmlu-17,Label.NONE
18,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic: No artifacts are people.
A. ~Pa
B. (∀x)(Ax ⊃ ~Px)
C. ~Ap
D. (∀x)(Ax • ~Px)
Answer:",mmlu,mmlu-18,Label.NONE
19,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
P ⊃ Q
Q · R / ~P · R
A. Valid
B. Invalid. Counterexample when P, R, and Q are true
C. Invalid. Counterexample when P and Q are true and R is false
D. Invalid. Counterexample when R and Q are true and P is false
Answer:",mmlu,mmlu-19,Label.NONE
20,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic. Marco moves from Italy to Spain. (i: Italy; m: Marco; s: Spain; Mxyz: x moves to y from z)
A. Msim
B. Mmis
C. Mims
D. Mmsi
Answer:",mmlu,mmlu-20,Label.NONE
21,"The following are multiple choice questions (with answers) about formal logic.

 Select the best English interpretation of the given proposition, using the following translation key: Ax: x is an apartment Hx: x is a house Lx: x is large Bxy: x is bigger than y (∀x){Ax ⊃ (∀y)[(Hy • Ly) ⊃ ∼Bxy]}
A. All apartments are not bigger than some large house.
B. No apartment is bigger than any large house.
C. All large houses are not bigger than some apartment.
D. No large house is bigger than all apartments.
Answer:",mmlu,mmlu-21,Label.NONE
22,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
J ≡ ~K
J ∨ L
~K / L
A. Valid
B. Invalid. Counterexample when J and K are true and L is false
C. Invalid. Counterexample when J is true and K and L are false
D. Invalid. Counterexample when K is true and J and L are false
Answer:",mmlu,mmlu-22,Label.NONE
23,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
Pablo will go to the store if, and only if, his brother drives him and pays for gas.
A. (P ≡ D) ≡ G
B. (D • G) ⊃ P
C. P ⊃ (D • G)
D. P ≡ (D • G)
Answer:",mmlu,mmlu-23,Label.NONE
24,"The following are multiple choice questions (with answers) about formal logic.

 Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.)
D ≡ E
F ∨ D
~E · ~F
A. Inconsistent
B. Consistent. Consistent valuation when D, E, and F are true
C. Consistent. Consistent valuation when D and E are true and F is false
D. Consistent. Consistent valuation when D and F are true and E is false
Answer:",mmlu,mmlu-24,Label.NONE
25,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
The restaurant serves pie or cheesecake or ice cream for dessert.
A. P ∨ (C ∨ I)
B. (P ∨ C) ∨ I
C. P ∨ C ∨ I
D. Options A and B
Answer:",mmlu,mmlu-25,Label.NONE
26,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
If Beth rides her bike, she gets to work earlier.
A. B ⊃ W
B. W ⊃ B
C. B ≡ W
D. Both A and B
Answer:",mmlu,mmlu-26,Label.NONE
27,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic: Either Taylor or Eric is a latte boy.
A. Lt ∨ Le
B. Lx ∨ Ly
C. tL ∨ eL
D. Tl ⊃ El
Answer:",mmlu,mmlu-27,Label.NONE
28,"The following are multiple choice questions (with answers) about formal logic.

Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
E ⊃ F
G ⊃ ~F / ~G ∨ ~E
A. Valid
B. Invalid. Counterexample when E, F, and G are true
C. Invalid. Counterexample when E and G are true and F is false
D. Invalid. Counterexample when F and G are true and E is false
Answer:",mmlu,mmlu-28,Label.NONE
29,"The following are multiple choice questions (with answers) about formal logic.

 Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.)
A ⊃ (~B ∨ C)
C ⊃ D
A ∨ (B · ~D)
A ≡ (B ⊃ D)
A. Inconsistent
B. Consistent. Consistent valuation when A and D are true and B and C are false
C. Consistent. Consistent valuation when A, B, and D are true and C is false
D. Consistent. Consistent valuation when C and D are true and A and B are false
Answer:",mmlu,mmlu-29,Label.NONE
30,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
M ∨ N
~M · O / N
A. Valid
B. Invalid. Counterexample when M and O are true and N is false
C. Invalid. Counterexample when M is true and O and N are false
D. Invalid. Counterexample when O is true and M and N are false
Answer:",mmlu,mmlu-30,Label.NONE
31,"The following are multiple choice questions (with answers) about formal logic.

 Which of the following propositions is an immediate (one-step) consequence in PL of the given premises?
U ⊃ W
W ⊃ (X ≡ ~Y)
(X ≡ ~Y) ⊃ Z
~Z
A. U ⊃ Z
B. U ∨ W
C. ~W
D. ~(X ≡ ~Y)
Answer:",mmlu,mmlu-31,Label.NONE
32,"The following are multiple choice questions (with answers) about formal logic.

Identify the antecedent of the following conditional proposition: If the Bees don't win their first game, then both the Aardvarks and the Chipmunks win their first games.
A. The Aardvarks win their first game.
B. The Bees don't win their first game.
C. The Chipmunks win their first game.
D. Both the Aardvarks and the Chipmunks win their first games.
Answer:",mmlu,mmlu-32,Label.NONE
33,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic. Holly loves Frances. (f: Frances; h: Holly; Lxy: x loves y)
A. hLf
B. fLh
C. Lfh
D. Lhf
Answer:",mmlu,mmlu-33,Label.NONE
34,"The following are multiple choice questions (with answers) about formal logic.

Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
P ⊃ (Q ∨ R)
(Q · S) ⊃ ~P
~(~Q ∨ R) / ~P
A. Valid
B. Invalid. Counterexample when P, Q, R, and S are true
C. Invalid. Counterexample when P and Q are true and R and S are false
D. Invalid. Counterexample when P, R, and S are true and Q is false
Answer:",mmlu,mmlu-34,Label.NONE
35,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
T ∨ U
W · T / U
A. Valid
B. Invalid. Counterexample when T and W are true and U is false
C. Invalid. Counterexample when T is true and W and U are false
D. Invalid. Counterexample when W is true and T and U are false
Answer:",mmlu,mmlu-35,Label.NONE
36,"The following are multiple choice questions (with answers) about formal logic.

Identify the antecedent of the following conditional proposition: The university raises tuition if both the governor approves of it and the board of trustees recommends it.
A. The university raises tuition.
B. The governor approves of it.
C. The board of trustees recommends it.
D. The governor approves of it and the board of trustees recommends it.
Answer:",mmlu,mmlu-36,Label.NONE
37,"The following are multiple choice questions (with answers) about formal logic.

 Identify the antecedent of the following conditional proposition: The restaurant does not have peas, so instead they serve corn and potatoes.
A. The restaurant has peas.
B. The restaurant does not have peas.
C. The restaurant serves corn.
D. The restaurant serves potatoes.
Answer:",mmlu,mmlu-37,Label.NONE
38,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic. All jellybeans are sweeter than all fruit. (Fx: x is a fruit; Jx: x is a jellybean; Sxy: x is sweeter than y)
A. (∀x)[Fx ⊃ (∀y)(Jy ⊃ Sxy)]
B. (∀x)(∀y)[(Fx • Jy) • Sxy]
C. (∀x)(∀y)[Sxy ⊃ (Fy • Jx)]
D. (∀x)[Jx ⊃ (∀y)(Fy ⊃ Sxy)]
Answer:",mmlu,mmlu-38,Label.NONE
39,"The following are multiple choice questions (with answers) about formal logic.

Identify the conclusion of the following argument. That the world is my idea is a truth valid for every living creature, though only man can contemplate it. In doing so, he attains philosophical wisdom. No truth is more absolutely certain than that all that exists for knowledge and therefore this world is only object in relation to subject, perception of a perceiver. The world is an idea. (Arthur Schopenhauer, The World as Will and Idea)
A. The world is an idea.
B. That the world is my idea is a truth valid for every living creature, though only man can contemplate it.
C. In doing so, he attains philosophical wisdom.
D. No truth is more absolutely certain than that all that exists for knowledge and therefore this world is only object in relation to subject, perception of a perceiver.
Answer:",mmlu,mmlu-39,Label.NONE
40,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic. Leo is taller than Cathy. (c: Cathy; l: Leo; Txy: x is taller than y)
A. Tlc
B. Tcl
C. lTc
D. cTl
Answer:",mmlu,mmlu-40,Label.NONE
41,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
C ⊃ (D ∨ C) and C · ~D
A. Logically equivalent
B. Contradictory
C. Neither logically equivalent nor contradictory, but consistent
D. Inconsistent
Answer:",mmlu,mmlu-41,Label.NONE
42,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
~O ⊃ P and O ∨ P
A. Logically equivalent
B. Contradictory
C. Neither logically equivalent nor contradictory, but consistent
D. Inconsistent
Answer:",mmlu,mmlu-42,Label.NONE
43,"The following are multiple choice questions (with answers) about formal logic.

Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
(T · ~U) ⊃ ~W
~W ⊃ X
~Z ⊃ W
~(X · Z) / T ⊃ U
A. Valid
B. Invalid. Counterexample when T, X, and Z are true and U and W are false
C. Invalid. Counterexample when T and X are true and U, W, and Z are false
D. Invalid. Counterexample when T, W, and Z are true and U and X are false
Answer:",mmlu,mmlu-43,Label.NONE
44,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic: Cecilia breaks my heart if, and only if, Maria is either a problem or a girl.
A. Bc ≡ (Pm ∨ Gm)
B. Bc ≡ (Pm • Gm)
C. Bc ⊃ (Pm ∨ Gm)
D. Cb ⊃ (Pm • Gm)
Answer:",mmlu,mmlu-44,Label.NONE
45,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic: If Delilah is in New York City, then Juana is in Bogota or Layla is in San Juan.
A. Nd ⊃ (Bj • Sl)
B. Dn ≡ (Bx • Ly)
C. Nd ≡ (Bj • Sl)
D. Nd ⊃ (Bj ∨ Sl)
Answer:",mmlu,mmlu-45,Label.NONE
46,"The following are multiple choice questions (with answers) about formal logic.

 Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
~(A ⊃ B) • (B ⊃ ~E)
A. It's not the case that Marina's reading a Percy Jackson book entails that Izzy plays Minecraft, but Izzy's playing Minecraft does entail that Ashleigh doesn't stop by.
B. If Marina doesn't read a Percy Jackson book, then Izzy plays Minecraft, which entails that Ashleigh doesn't stop by.
C. Marina's reading a Percy Jackson book does not entail that Izzy plays Minecraft, but Izzy plays Minecraft provided that Ashleigh doesn't stop by.
D. It's not true that Marina reads a Percy Jackson book only when Izzy plays Minecraft, but Izzy plays Minecraft only when Ashleigh stops by.
Answer:",mmlu,mmlu-46,Label.NONE
47,"The following are multiple choice questions (with answers) about formal logic.

Use indirect truth tables to determine whether the following argument is valid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
(A ∨ B) ⊃ C
C ⊃ ~D / D ⊃ A
A. Valid
B. Invalid. Counterexample when B, C, and D are true and A is false
C. Invalid. Counterexample when B and D are true and A and C are false
D. Invalid. Counterexample when A, B, and C are false and D is true
Answer:",mmlu,mmlu-47,Label.NONE
48,"The following are multiple choice questions (with answers) about formal logic.

 Select the best English interpretation of the given arguments in predicate logic.
Dh ⊃ ~Pt
(∀x)Px ∨ (∀x)Mx
~Mb	/ ~Dh
A. If my headache is dualist state, then your tickle is a physical state. Either everything is physical or everything is mental. But my broken toe is not a mental state. So my headache is not a dualist state.
B. If my headache is dualist state, then your tickle is not a physical state. Either everything is physical or everything is mental. But my broken toe is not a mental state. So my headache is not a dualist state.
C. If my headache is dualist state, then your tickle is not a physical state. If everything is physical then everything is mental. But my broken toe is not a mental state. So my headache is not a dualist state.
D. If my headache is dualist state, then your tickle is not a physical state. Everything is either physical or mental. But my broken toe is not a mental state. So my headache is not a dualist state.
Answer:",mmlu,mmlu-48,Label.NONE
49,"The following are multiple choice questions (with answers) about formal logic.

 Which of the following propositions is an immediate (one-step) consequence in PL of the given premises?
A ⊃ (B • C)
~(B • C)
A ∨ (D ∨ B)
A. A
B. ~A
C. B
D. ~B
Answer:",mmlu,mmlu-49,Label.NONE
50,"The following are multiple choice questions (with answers) about formal logic.

 Which of the following propositions is an immediate (one-step) consequence in PL of the given premises?
(N ⊃ ~O) ⊃ (O ∨ Q)
P ⊃ (N ⊃ ~O)
N ⊃ P
A. P
B. N ⊃ ~O
C. O ∨ Q
D. ~P
Answer:",mmlu,mmlu-50,Label.NONE
51,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic. Earth isn't bigger than Jupiter. (e: Earth; j: Jupiter; Bxy: x is bigger than y)
A. ~Bje
B. Bej
C. Bje~
D. ~Bej
Answer:",mmlu,mmlu-51,Label.NONE
52,"The following are multiple choice questions (with answers) about formal logic.

Identify the antecedent of the following conditional proposition: The Bees winning their first game is necessary for either the Aardvarks or the Chipmunks not winning their first game.
A. The Aardvarks do not win their first game.
B. The Bees win their first game.
C. The Chipmunks do not win their first game.
D. Either the Aardvarks or the Chipmunks do not win their first game.
Answer:",mmlu,mmlu-52,Label.NONE
53,"The following are multiple choice questions (with answers) about formal logic.

Identify the antecedent of the following conditional proposition: The Bees win their first game only if either the Aardvarks or the Chipmunks do not win their first games.
A. The Aardvarks do not win their first game.
B. The Bees win their first game.
C. The Chipmunks do not win their first game.
D. Either the Aardvarks or the Chipmunks do not win their first games.
Answer:",mmlu,mmlu-53,Label.NONE
54,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic: Some athletes don't get injured.
A. ~Ia
B. (∃x)(Ax • ~Ix)
C. ~Ai
D. (∃x)(Ix ∨ ~Ax)
Answer:",mmlu,mmlu-54,Label.NONE
55,"The following are multiple choice questions (with answers) about formal logic.

 Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
I ≡ ~H and ~(~I ≡ H)
A. Logically equivalent
B. Contradictory
C. Neither logically equivalent nor contradictory, but consistent
D. Inconsistent
Answer:",mmlu,mmlu-55,Label.NONE
56,"The following are multiple choice questions (with answers) about formal logic.

 Use indirect truth tables to determine whether each set of propositions is consistent. If the set is consistent, choose an option with a consistent valuation. (There may be other consistent valuations.)
(T ⊃ U) ⊃ (W ⊃ U)
T ⊃ ~(U ⊃ X)
(T ⊃ ~X) ⊃ W
A. Inconsistent
B. Consistent. Consistent valuation when U, W, and X are true and T is false
C. Consistent. Consistent valuation when W and X are true and T and U are false
D. Consistent. Consistent valuation when T and U are true and W and X are false
Answer:",mmlu,mmlu-56,Label.NONE
57,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic: Caroline is sweet if, and only if, Janet is engaged to Brad.
A. Cs ⊃ Ej
B. Sc ≡ Ej
C. sC ≡ eJ
D. Sx ≡ Jy
Answer:",mmlu,mmlu-57,Label.NONE
58,"The following are multiple choice questions (with answers) about formal logic.

 Which of the given formulas of PL is the best symbolization of the following sentence?
Either England's importing beef is a sufficient condition for France's subsidizing agriculture, or China doesn't promote human rights when and only when South Africa supplies diamonds.
A. (E ⊃ F) ∨ (~C ⊃ S)
B. (F ⊃ E) ∨ (S ⊃ ~C
C. (E ⊃ F) ∨ ~(S ≡ C)
D. (E ⊃ F) ∨ (~C ≡ S)
Answer:",mmlu,mmlu-58,Label.NONE
59,"The following are multiple choice questions (with answers) about formal logic.

 Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
(~A ∨ ~B) ⊃ C
A. If neither Marina reads a Percy Jackson book nor Izzy plays Minecraft, then Emily stops working.
B. If it's not the case that both Marina reads a Percy Jackson book and Izzy plays Minecraft, then Emily stops working.
C. Either Marina not reading a Percy Jackson book or Izzy not playing Minecraft entails that Emily stops working.
D. Emily stopping working is a sufficient condition for either Marina not reading a Percy Jackson book or Izzy not playing Minecraft.
Answer:",mmlu,mmlu-59,Label.NONE
60,"The following are multiple choice questions (with answers) about formal logic.

 Identify the conclusion of the following argument. There are those who use predicate variables; the values of these variables are attributes. Predicates are wanted in all sentences regardless of whether there are attributes to refer to. The dummy predicate 'F' is wanted generally for expository purposes. If we are going to quantify over attributes and refer to them, then clarity is served by using recognizable variables and distinctive names for the purposes, and not mixing these up with the predicates. (Quine, Philosophy of Logic)
A. There are those who use predicate variables; the values of these variables are attributes.
B. Predicates are wanted in all sentences regardless of whether there are attributes to refer to.
C. The dummy predicate 'F' is wanted generally for expository purposes.
D. If we are going to quantify over attributes and refer to them, then clarity is served by using recognizable variables and distinctive names for the purposes, and not mixing these up with the predicates.
Answer:",mmlu,mmlu-60,Label.NONE
61,"The following are multiple choice questions (with answers) about formal logic.

 Use the following key to translate the given formula of PL to natural, English sentences.
A: Marina reads a Percy Jackson book.
B: Izzy plays Minecraft.
C: Emily stops working.
D: Russell makes dinner.
E: Ashleigh stops by.
~C ∨ D
A. If Emily doesn't stop working then Russell makes dinner.
B. Emily stops working unless Russell makes dinner.
C. Emily stops working unless Russell doesn't make dinner.
D. Emily doesn't stop working unless Russell makes dinner.
Answer:",mmlu,mmlu-61,Label.NONE
62,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic: Abdul and Cleopatra are Egyptian.
A. Ea • Ec
B. Ea • c
C. Ae ∨ Ce
D. Ex • Ey
Answer:",mmlu,mmlu-62,Label.NONE
63,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic: Sheena is a punk rocker.
A. Sx
B. xS
C. sP
D. Ps
Answer:",mmlu,mmlu-63,Label.NONE
64,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic. Kevin is introduced to José by Wilma. (j: José; k: Kevin; w: Wilma; Ixyz: x introduces y to z)
A. Iwjk
B. Ijkw
C. Ikjw
D. Iwkj
Answer:",mmlu,mmlu-64,Label.NONE
65,"The following are multiple choice questions (with answers) about formal logic.

Select the best translation into predicate logic: If Eileen plays fiddle then Sherri sings.
A. Fe ∨ Ss
B. eF ⊃ Ss
C. Fe ∨ Es
D. Fe ⊃ Ss
Answer:",mmlu,mmlu-65,Label.NONE
66,"The following are multiple choice questions (with answers) about formal logic.

Construct a complete truth table for the following argument. Then, using the truth table, determine whether the argument is valid or invalid. If the argument is invalid, choose an option which presents a counterexample. (There may be other counterexamples as well.)
~C ⊃ D
D ⊃ C / C
A. Valid
B. Invalid. Counterexample when C and D are true
C. Invalid. Counterexample when C is true and D is false
D. Invalid. Counterexample when D is true and C is false
Answer:",mmlu,mmlu-66,Label.NONE
67,"The following are multiple choice questions (with answers) about formal logic.

 Select the best translation into predicate logic:: Some blue herons migrate.
A. (∀x)[(Hx • Bx) • Mx]
B. (∃x)[(Hx • Bx) ⊃ Mx]
C. (∀x)[(Hx • Bx) ⊃ Mx]
D. (∃x)[(Hx • Bx) • Mx]
Answer:",mmlu,mmlu-67,Label.NONE
68,"The following are multiple choice questions (with answers) about formal logic.

 Select the best English interpretation of the given arguments in predicate logic.
(∃x)(Cx • Ox)
(∀x)[(~Cx ⊃ ~Bx) ⊃ ~Og]	/ ~Og
A. Some cookies have oatmeal. If something's not being a cookie entails that it doesn't have chocolate chips, then this cookie doesn't have oatmeal. So this cookie doesn't have oatmeal.
B. Some cookies have oatmeal. If something is not a cookie and does not have chocolate chips, it doesn't have oatmeal. So this cookie doesn't have oatmeal.
C. Some cookies have oatmeal. If something doesn't have oatmeal, then it is not a cookie and it doesn't have chocolate chips. So this cookie doesn't have oatmeal.
D. Some cookies have oatmeal. If something's not having chocolate chips entails that it is not a cookie, then it doesn't have oatmeal. So this cookie doesn't have oatmeal.
Answer:",mmlu,mmlu-68,Label.NONE
